,CADENA,ESTADO,SITUACION
1796,203.153.117.65:54144,NO USO,NUEVO
1797,203.154.83.72:8080,NO USO,NUEVO
1798,203.156.209.121:8080,NO USO,NUEVO
1799,203.162.20.145:80,NO USO,NUEVO
1800,203.17.73.228:80,NO USO,NUEVO
1801,203.170.129.56:3128,NO USO,NUEVO
1802,203.170.168.17:8080,NO USO,NUEVO
1803,203.170.190.58:8080,NO USO,NUEVO
1804,203.173.92.250:61598,NO USO,NUEVO
1805,203.176.135.98:45839,NO USO,NUEVO
1806,203.177.135.133:8080,NO USO,NUEVO
1807,203.185.132.243:80,NO USO,NUEVO
1808,203.189.89.1:53281,NO USO,NUEVO
1809,203.190.10.170:8080,NO USO,NUEVO
1810,203.202.248.35:80,NO USO,NUEVO
1811,203.205.29.106:35523,NO USO,NUEVO
1812,203.232.32.89:80,NO USO,NUEVO
1813,203.24.76.73:32064,NO USO,NUEVO
1814,203.246.112.133:3128,NO USO,NUEVO
1815,203.250.198.112:80,NO USO,NUEVO
1816,203.42.227.113:8080,NO USO,NUEVO
1817,203.80.190.162:8080,NO USO,NUEVO
1818,203.84.156.125:53281,NO USO,NUEVO
1819,203.99.104.34:44478,NO USO,NUEVO
1820,203.99.118.2:49904,NO USO,NUEVO
1821,203.99.50.94:3128,NO USO,NUEVO
1822,204.29.115.149:8080,NO USO,NUEVO
1823,204.48.18.225:8080,NO USO,NUEVO
1824,204.57.112.65:80,NO USO,NUEVO
1825,205.186.156.60:80,NO USO,NUEVO
1826,206.125.41.130:443,NO USO,NUEVO
1827,206.125.41.135:80,NO USO,NUEVO
1828,206.176.103.204:8080,NO USO,NUEVO
1829,206.189.112.106:3128,NO USO,NUEVO
1830,206.189.154.45:8080,NO USO,NUEVO
1831,206.189.32.247:8080,NO USO,NUEVO
1832,206.189.82.93:31330,NO USO,NUEVO
1833,206.214.211.166:80,NO USO,NUEVO
1834,206.221.219.98:80,NO USO,NUEVO
1835,206.72.197.164:80,NO USO,NUEVO
1836,206.72.198.237:80,NO USO,NUEVO
1837,206.72.199.56:80,NO USO,NUEVO
1838,206.72.201.196:80,NO USO,NUEVO
1839,206.72.205.165:80,NO USO,NUEVO
1840,206.72.205.250:80,NO USO,NUEVO
1841,206.72.205.251:80,NO USO,NUEVO
1842,206.72.205.253:80,NO USO,NUEVO
1843,206.72.206.66:80,NO USO,NUEVO
1844,207.10.243.26:8080,NO USO,NUEVO
1845,207.180.253.113:3128,NO USO,NUEVO
1846,207.246.76.91:80,NO USO,NUEVO
1847,208.74.68.2:8080,NO USO,NUEVO
1848,208.98.186.80:53630,NO USO,NUEVO
1849,209.173.16.2:8080,NO USO,NUEVO
1850,209.197.108.39:80,NO USO,NUEVO
1851,209.197.109.99:80,NO USO,NUEVO
1852,209.197.84.196:80,NO USO,NUEVO
1853,209.97.166.150:8080,NO USO,NUEVO
1854,209.97.170.248:8080,NO USO,NUEVO
1855,209.97.174.189:8080,NO USO,NUEVO
1856,209.97.177.138:8080,NO USO,NUEVO
1857,209.97.191.169:3128,NO USO,NUEVO
1858,210.0.128.58:8080,NO USO,NUEVO
1859,210.120.247.60:80,NO USO,NUEVO
1860,210.16.85.98:83,NO USO,NUEVO
1861,210.212.31.215:8080,NO USO,NUEVO
1862,210.212.68.209:39657,NO USO,NUEVO
1863,210.56.3.182:8080,NO USO,NUEVO
1864,210.57.210.130:80,NO USO,NUEVO
1865,211.147.239.101:60999,NO USO,NUEVO
1866,211.152.33.24:51277,NO USO,NUEVO
1867,211.249.118.21:80,NO USO,NUEVO
1868,211.254.217.167:3128,NO USO,NUEVO
1869,212.103.102.178:80,NO USO,NUEVO
1870,212.115.224.91:8080,NO USO,NUEVO
1871,212.119.243.64:23500,NO USO,NUEVO
1872,212.129.1.152:54321,NO USO,NUEVO
1873,212.129.2.188:54321,NO USO,NUEVO
1874,212.129.3.187:54321,NO USO,NUEVO
1875,212.129.4.101:54321,NO USO,NUEVO
1876,212.129.5.248:54321,NO USO,NUEVO
1877,212.129.5.85:54321,NO USO,NUEVO
1878,212.129.6.141:54321,NO USO,NUEVO
1879,212.129.6.253:54321,NO USO,NUEVO
1880,212.129.8.104:54321,NO USO,NUEVO
1881,212.129.9.7:54321,NO USO,NUEVO
1882,212.13.103.54:43738,NO USO,NUEVO
1883,212.182.25.89:3128,NO USO,NUEVO
1884,212.205.214.216:54429,NO USO,NUEVO
1885,212.210.138.140:53281,NO USO,NUEVO
1886,212.22.86.114:3130,NO USO,NUEVO
1887,212.23.75.34:80,NO USO,NUEVO
1888,212.231.80.64:52883,NO USO,NUEVO
1889,212.237.124.15:31318,NO USO,NUEVO
1890,212.3.208.252:49765,NO USO,NUEVO
1891,212.42.206.56:3128,NO USO,NUEVO
1892,212.66.34.240:39800,NO USO,NUEVO
1893,212.72.142.50:32827,NO USO,NUEVO
1894,212.76.179.249:3128,NO USO,NUEVO
1895,212.77.138.161:41258,NO USO,NUEVO
1896,212.83.142.185:54321,NO USO,NUEVO
1897,212.83.168.242:80,NO USO,NUEVO
1898,213.136.87.65:80,NO USO,NUEVO
1899,213.137.36.167:41258,NO USO,NUEVO
1900,213.144.97.254:8080,NO USO,NUEVO
1901,213.151.89.71:80,NO USO,NUEVO
1902,213.157.62.222:3128,NO USO,NUEVO
1903,213.163.122.154:8080,NO USO,NUEVO
1904,213.163.122.195:8080,NO USO,NUEVO
1905,213.163.122.198:8080,NO USO,NUEVO
1906,213.171.45.178:37608,NO USO,NUEVO
1907,213.178.38.246:34511,NO USO,NUEVO
1908,213.184.129.234:80,NO USO,NUEVO
1909,213.184.226.166:33940,NO USO,NUEVO
1910,213.197.182.102:80,NO USO,NUEVO
1911,213.222.34.200:53281,NO USO,NUEVO
1912,213.226.181.86:42599,NO USO,NUEVO
1913,213.23.122.170:443,NO USO,NUEVO
1914,213.23.122.170:83,NO USO,NUEVO
1915,213.233.161.70:63141,NO USO,NUEVO
1916,213.234.0.242:56503,NO USO,NUEVO
1917,213.241.194.34:40555,NO USO,NUEVO
1918,213.32.113.190:8080,NO USO,NUEVO
1919,213.33.249.214:3128,NO USO,NUEVO
1920,213.33.252.246:30301,NO USO,NUEVO
1921,213.59.251.247:8080,NO USO,NUEVO
1922,213.6.139.166:36127,NO USO,NUEVO
1923,213.6.45.18:54704,NO USO,NUEVO
1924,213.6.65.30:8080,NO USO,NUEVO
1925,213.6.77.118:8080,NO USO,NUEVO
1926,213.6.87.158:55295,NO USO,NUEVO
1927,213.6.91.110:47674,NO USO,NUEVO
1928,213.86.5.211:8080,NO USO,NUEVO
1929,213.96.245.47:8080,NO USO,NUEVO
1930,213.96.26.70:49272,NO USO,NUEVO
1931,216.155.129.205:80,NO USO,NUEVO
1932,216.155.130.4:80,NO USO,NUEVO
1933,216.155.131.244:80,NO USO,NUEVO
1934,216.155.133.120:80,NO USO,NUEVO
1935,216.155.133.171:80,NO USO,NUEVO
1936,216.17.101.88:80,NO USO,NUEVO
1937,216.17.103.107:80,NO USO,NUEVO
1938,216.17.110.136:80,NO USO,NUEVO
1939,216.213.194.170:8080,NO USO,NUEVO
1940,216.226.126.101:8081,NO USO,NUEVO
1941,216.226.126.224:8081,NO USO,NUEVO
1942,216.244.74.235:80,NO USO,NUEVO
1943,217.10.45.103:8081,NO USO,NUEVO
1944,217.114.145.174:48232,NO USO,NUEVO
1945,217.12.54.4:42471,NO USO,NUEVO
1946,217.126.50.113:33613,NO USO,NUEVO
1947,217.147.215.49:80,NO USO,NUEVO
1948,217.150.47.117:3128,NO USO,NUEVO
1949,217.150.77.31:53281,NO USO,NUEVO
1950,217.182.120.160:1080,NO USO,NUEVO
1951,217.182.120.160:8080,NO USO,NUEVO
1952,217.182.120.161:1080,NO USO,NUEVO
1953,217.182.120.161:8080,NO USO,NUEVO
1954,217.182.120.162:1080,NO USO,NUEVO
1955,217.182.120.162:8080,NO USO,NUEVO
1956,217.182.120.163:1080,NO USO,NUEVO
1957,217.182.120.163:8080,NO USO,NUEVO
1958,217.182.120.164:1080,NO USO,NUEVO
1959,217.182.120.164:8080,NO USO,NUEVO
1960,217.182.120.165:1080,NO USO,NUEVO
1961,217.182.120.166:1080,NO USO,NUEVO
1962,217.182.120.166:8080,NO USO,NUEVO
1963,217.182.120.167:1080,NO USO,NUEVO
1964,217.182.120.167:8080,NO USO,NUEVO
1965,217.198.114.16:80,NO USO,NUEVO
1966,217.21.59.160:50288,NO USO,NUEVO
1967,217.219.179.60:5220,NO USO,NUEVO
1968,217.219.82.177:8080,NO USO,NUEVO
1969,217.219.93.111:8080,NO USO,NUEVO
1970,217.23.176.215:40242,NO USO,NUEVO
1971,217.24.183.72:58739,NO USO,NUEVO
1972,217.30.78.50:53281,NO USO,NUEVO
1973,217.61.60.188:3128,NO USO,NUEVO
1974,217.61.97.133:3128,NO USO,NUEVO
1975,217.66.193.251:5220,NO USO,NUEVO
1976,217.69.10.117:3128,NO USO,NUEVO
1977,217.69.14.55:3128,NO USO,NUEVO
1978,217.77.56.33:8888,NO USO,NUEVO
1979,217.79.3.94:8080,NO USO,NUEVO
1980,217.8.84.76:46378,NO USO,NUEVO
1981,218.17.21.138:808,NO USO,NUEVO
1982,218.214.29.92:8080,NO USO,NUEVO
1983,218.38.52.157:80,NO USO,NUEVO
1984,218.57.146.212:8888,NO USO,NUEVO
1985,218.60.8.98:3129,NO USO,NUEVO
1986,218.64.69.79:8080,NO USO,NUEVO
1987,219.131.241.222:9797,NO USO,NUEVO
1988,219.150.221.26:80,NO USO,NUEVO
1989,219.159.38.197:56210,NO USO,NUEVO
1990,219.73.99.14:3128,NO USO,NUEVO
1991,219.73.99.14:3129,NO USO,NUEVO
1992,220.130.104.96:21231,NO USO,NUEVO
1993,220.130.44.134:80,NO USO,NUEVO
1994,220.133.218.213:52524,NO USO,NUEVO
1995,220.180.50.14:53281,NO USO,NUEVO
1996,220.247.171.138:8080,NO USO,NUEVO
1997,220.247.171.170:8080,NO USO,NUEVO
1998,221.120.219.214:80,NO USO,NUEVO
1999,221.126.249.100:8080,NO USO,NUEVO
2000,221.126.249.101:8080,NO USO,NUEVO
2001,221.126.249.102:8080,NO USO,NUEVO
2002,221.126.249.99:8080,NO USO,NUEVO
2003,221.143.42.186:80,NO USO,NUEVO
2004,221.233.45.191:9999,NO USO,NUEVO
2005,222.186.45.120:53579,NO USO,NUEVO
2006,222.189.191.223:9999,NO USO,NUEVO
2007,222.217.68.51:37094,NO USO,NUEVO
2008,222.220.34.74:1337,NO USO,NUEVO
2009,222.74.237.246:808,NO USO,NUEVO
2010,223.19.105.42:3128,NO USO,NUEVO
2011,223.207.112.154:8080,NO USO,NUEVO
2012,223.207.160.36:8080,NO USO,NUEVO
2013,223.207.184.98:8080,NO USO,NUEVO
2014,223.25.111.4:8181,NO USO,NUEVO
2015,223.27.212.41:8080,NO USO,NUEVO
2016,223.85.196.75:9797,NO USO,NUEVO
2017,23.108.64.120:8118,NO USO,NUEVO
2018,23.108.64.97:8118,NO USO,NUEVO
2019,23.130.224.242:8080,NO USO,NUEVO
2020,23.20.214.120:3128,NO USO,NUEVO
2021,23.226.63.180:808,NO USO,NUEVO
2022,23.254.129.164:3128,NO USO,NUEVO
2023,23.254.131.133:3128,NO USO,NUEVO
2024,24.113.32.84:80,NO USO,NUEVO
2025,24.123.196.28:46984,NO USO,NUEVO
2026,24.142.136.109:80,NO USO,NUEVO
2027,27.111.18.210:56820,NO USO,NUEVO
2028,27.123.221.129:8080,NO USO,NUEVO
2029,27.123.223.77:23500,NO USO,NUEVO
2030,27.147.129.190:8080,NO USO,NUEVO
2031,27.147.179.18:8080,NO USO,NUEVO
2032,27.147.209.215:8080,NO USO,NUEVO
2033,27.191.234.69:9999,NO USO,NUEVO
2034,3.121.220.72:3128,NO USO,NUEVO
2035,3.17.175.232:3128,NO USO,NUEVO
2036,3.18.195.242:80,NO USO,NUEVO
2037,31.129.161.43:52822,NO USO,NUEVO
2038,31.147.227.19:48925,NO USO,NUEVO
2039,31.148.219.180:80,NO USO,NUEVO
2040,31.15.90.52:8080,NO USO,NUEVO
2041,31.170.63.26:23500,NO USO,NUEVO
2042,31.173.17.118:51317,NO USO,NUEVO
2043,31.173.90.110:8080,NO USO,NUEVO
2044,31.184.252.69:443,NO USO,NUEVO
2045,31.193.90.243:8080,NO USO,NUEVO
2046,31.209.104.163:51417,NO USO,NUEVO
2047,31.29.61.37:36260,NO USO,NUEVO
2048,31.46.228.198:42966,NO USO,NUEVO
2049,34.236.155.228:3128,NO USO,NUEVO
2050,34.240.231.232:3131,NO USO,NUEVO
2051,34.240.231.232:3133,NO USO,NUEVO
2052,34.240.231.232:3143,NO USO,NUEVO
2053,35.171.28.4:3128,NO USO,NUEVO
2054,35.173.217.244:3128,NO USO,NUEVO
2055,35.181.36.31:3128,NO USO,NUEVO
2056,35.193.0.225:80,NO USO,NUEVO
2057,35.195.53.53:80,NO USO,NUEVO
2058,35.200.37.50:80,NO USO,NUEVO
2059,35.220.128.98:3128,NO USO,NUEVO
2060,35.235.75.244:3128,NO USO,NUEVO
2061,35.236.109.169:3128,NO USO,NUEVO
2062,36.255.157.85:54017,NO USO,NUEVO
2063,36.255.86.226:83,NO USO,NUEVO
2064,36.255.87.237:83,NO USO,NUEVO
2065,36.255.87.243:83,NO USO,NUEVO
2066,36.255.87.251:83,NO USO,NUEVO
2067,36.37.112.6:60756,NO USO,NUEVO
2068,36.37.114.41:41454,NO USO,NUEVO
2069,36.65.168.160:80,NO USO,NUEVO
2070,36.65.168.160:8080,NO USO,NUEVO
2071,36.65.45.182:8080,NO USO,NUEVO
2072,36.66.116.15:35343,NO USO,NUEVO
2073,36.66.126.79:31238,NO USO,NUEVO
2074,36.66.140.15:8080,NO USO,NUEVO
2075,36.66.151.29:42414,NO USO,NUEVO
2076,36.66.152.126:3128,NO USO,NUEVO
2077,36.66.170.19:8080,NO USO,NUEVO
2078,36.66.203.245:8080,NO USO,NUEVO
2079,36.66.206.74:80,NO USO,NUEVO
2080,36.66.206.74:8080,NO USO,NUEVO
2081,36.66.220.173:53850,NO USO,NUEVO
2082,36.66.228.122:80,NO USO,NUEVO
2083,36.66.231.119:49738,NO USO,NUEVO
2084,36.66.83.111:8080,NO USO,NUEVO
2085,36.66.83.125:8080,NO USO,NUEVO
2086,36.66.98.6:53281,NO USO,NUEVO
2087,36.67.114.226:62225,NO USO,NUEVO
2088,36.67.14.185:63141,NO USO,NUEVO
2089,36.67.199.89:30625,NO USO,NUEVO
2090,36.67.212.147:8888,NO USO,NUEVO
2091,36.67.212.187:3128,NO USO,NUEVO
2092,36.67.220.197:35260,NO USO,NUEVO
2093,36.67.224.19:53918,NO USO,NUEVO
2094,36.67.237.146:3128,NO USO,NUEVO
2095,36.67.248.203:3128,NO USO,NUEVO
2096,36.67.41.125:8080,NO USO,NUEVO
2097,36.67.47.187:52654,NO USO,NUEVO
2098,36.67.57.165:58489,NO USO,NUEVO
2099,36.68.121.146:8080,NO USO,NUEVO
2100,36.72.80.33:8080,NO USO,NUEVO
2101,36.73.197.0:8080,NO USO,NUEVO
2102,36.74.204.154:8080,NO USO,NUEVO
2103,36.74.218.243:8080,NO USO,NUEVO
2104,36.74.72.76:41437,NO USO,NUEVO
2105,36.75.208.94:8080,NO USO,NUEVO
2106,36.76.17.72:8080,NO USO,NUEVO
2107,36.77.174.1:8080,NO USO,NUEVO
2108,36.77.224.211:8080,NO USO,NUEVO
2109,36.81.14.94:8080,NO USO,NUEVO
2110,36.82.37.122:8080,NO USO,NUEVO
2111,36.89.151.26:59760,NO USO,NUEVO
2112,36.89.180.231:48859,NO USO,NUEVO
2113,36.89.182.139:53281,NO USO,NUEVO
2114,36.89.225.13:36414,NO USO,NUEVO
2115,36.89.244.151:51654,NO USO,NUEVO
2116,36.89.36.13:8080,NO USO,NUEVO
2117,36.89.68.98:3128,NO USO,NUEVO
2118,36.89.76.133:44800,NO USO,NUEVO
2119,36.89.78.43:80,NO USO,NUEVO
2120,36.89.89.239:50472,NO USO,NUEVO
2121,36.89.89.67:30295,NO USO,NUEVO
2122,36.90.148.241:8080,NO USO,NUEVO
2123,36.90.157.143:3128,NO USO,NUEVO
2124,36.90.97.146:80,NO USO,NUEVO
2125,36.91.156.75:8080,NO USO,NUEVO
2126,36.91.188.18:80,NO USO,NUEVO
2127,36.91.216.197:8080,NO USO,NUEVO
2128,36.91.51.233:3128,NO USO,NUEVO
2129,37.110.63.6:3128,NO USO,NUEVO
2130,37.152.163.216:37538,NO USO,NUEVO
2131,37.152.174.102:32231,NO USO,NUEVO
2132,37.187.149.129:1080,NO USO,NUEVO
2133,37.187.149.234:1080,NO USO,NUEVO
2134,37.187.149.234:8080,NO USO,NUEVO
2135,37.187.64.225:80,NO USO,NUEVO
2136,37.228.107.241:80,NO USO,NUEVO
2137,37.228.107.253:80,NO USO,NUEVO
2138,37.228.107.254:80,NO USO,NUEVO
2139,37.230.147.206:8080,NO USO,NUEVO
2140,37.235.29.214:8080,NO USO,NUEVO
2141,37.235.65.76:8080,NO USO,NUEVO
2142,37.238.130.170:46062,NO USO,NUEVO
2143,37.35.70.236:8888,NO USO,NUEVO
2144,37.53.88.131:38190,NO USO,NUEVO
2145,37.57.216.4:4444,NO USO,NUEVO
2146,37.59.129.93:47387,NO USO,NUEVO
2147,37.59.32.112:1080,NO USO,NUEVO
2148,37.59.35.174:1080,NO USO,NUEVO
2149,37.59.35.174:8080,NO USO,NUEVO
2150,37.97.149.113:80,NO USO,NUEVO
2151,37.97.74.165:63141,NO USO,NUEVO
2152,39.104.164.56:3128,NO USO,NUEVO
2153,39.106.35.21:3128,NO USO,NUEVO
2154,39.108.64.219:808,NO USO,NUEVO
2155,39.129.13.11:8888,NO USO,NUEVO
2156,39.61.53.19:8080,NO USO,NUEVO
2157,40.130.33.186:31783,NO USO,NUEVO
2158,41.138.241.78:35752,NO USO,NUEVO
2159,41.162.52.11:8080,NO USO,NUEVO
2160,41.168.3.165:12345,NO USO,NUEVO
2161,41.168.3.165:31337,NO USO,NUEVO
2162,41.169.151.90:46799,NO USO,NUEVO
2163,41.190.95.20:61350,NO USO,NUEVO
2164,41.190.95.66:57258,NO USO,NUEVO
2165,41.190.95.92:47720,NO USO,NUEVO
2166,41.193.15.6:51661,NO USO,NUEVO
2167,41.193.22.153:52889,NO USO,NUEVO
2168,41.196.159.122:80,NO USO,NUEVO
2169,41.198.100.134:8080,NO USO,NUEVO
2170,41.204.87.90:8080,NO USO,NUEVO
2171,41.205.18.77:8080,NO USO,NUEVO
2172,41.206.35.222:8080,NO USO,NUEVO
2173,41.206.41.30:8080,NO USO,NUEVO
2174,41.206.57.242:8080,NO USO,NUEVO
2175,41.217.219.40:59718,NO USO,NUEVO
2176,41.217.219.57:59457,NO USO,NUEVO
2177,41.218.106.2:8080,NO USO,NUEVO
2178,41.220.134.86:8080,NO USO,NUEVO
2179,41.221.107.110:37557,NO USO,NUEVO
2180,41.222.11.228:31506,NO USO,NUEVO
2181,41.242.140.147:8080,NO USO,NUEVO
2182,41.242.140.157:34184,NO USO,NUEVO
2183,41.33.128.18:8080,NO USO,NUEVO
2184,41.39.63.111:40591,NO USO,NUEVO
2185,41.50.88.17:41336,NO USO,NUEVO
2186,41.57.210.137:80,NO USO,NUEVO
2187,41.60.209.160:8080,NO USO,NUEVO
2188,41.60.216.209:8080,NO USO,NUEVO
2189,41.60.220.17:8080,NO USO,NUEVO
2190,41.60.229.170:54169,NO USO,NUEVO
2191,41.60.234.191:8080,NO USO,NUEVO
2192,41.65.162.220:8080,NO USO,NUEVO
2193,41.72.203.66:36963,NO USO,NUEVO
2194,41.73.230.234:46014,NO USO,NUEVO
2195,41.76.208.247:80,NO USO,NUEVO
2196,41.78.243.194:53281,NO USO,NUEVO
2197,41.89.202.3:52522,NO USO,NUEVO
2198,41.93.47.2:39453,NO USO,NUEVO
2199,42.115.5.246:8080,NO USO,NUEVO
2200,42.115.88.74:40681,NO USO,NUEVO
2201,42.119.100.156:8080,NO USO,NUEVO
2202,42.123.125.181:8088,NO USO,NUEVO
2203,43.224.8.114:50333,NO USO,NUEVO
2204,43.224.8.12:6666,NO USO,NUEVO
2205,43.227.129.193:83,NO USO,NUEVO
2206,43.229.73.155:80,NO USO,NUEVO
2207,43.229.74.233:23500,NO USO,NUEVO
2208,43.229.75.18:8080,NO USO,NUEVO
2209,43.245.202.110:58684,NO USO,NUEVO
2210,43.245.202.120:47078,NO USO,NUEVO
2211,43.246.139.82:8080,NO USO,NUEVO
2212,43.247.38.226:80,NO USO,NUEVO
2213,43.247.38.226:8080,NO USO,NUEVO
2214,43.248.73.86:53281,NO USO,NUEVO
2215,43.250.124.98:9001,NO USO,NUEVO
2216,43.250.126.1:9001,NO USO,NUEVO
2217,45.112.125.2:808,NO USO,NUEVO
2218,45.112.127.146:8080,NO USO,NUEVO
2219,45.112.20.57:83,NO USO,NUEVO
2220,45.112.200.170:51179,NO USO,NUEVO
2221,45.113.237.126:8080,NO USO,NUEVO
2222,45.113.237.129:23500,NO USO,NUEVO
2223,45.113.238.106:23500,NO USO,NUEVO
2224,45.113.66.34:8080,NO USO,NUEVO
2225,45.113.69.177:1080,NO USO,NUEVO
2226,45.116.157.189:8080,NO USO,NUEVO
2227,45.117.74.174:8080,NO USO,NUEVO
2228,45.118.166.175:35814,NO USO,NUEVO
2229,45.119.90.22:42458,NO USO,NUEVO
2230,45.121.43.14:8080,NO USO,NUEVO
2231,45.123.109.149:8080,NO USO,NUEVO
2232,45.125.66.122:54321,NO USO,NUEVO
2233,45.125.66.146:54321,NO USO,NUEVO
2234,45.125.66.94:54321,NO USO,NUEVO
2235,45.125.66.99:54321,NO USO,NUEVO
2236,45.127.120.53:8080,NO USO,NUEVO
2237,45.160.145.201:8080,NO USO,NUEVO
2238,45.163.110.80:8080,NO USO,NUEVO
2239,45.163.163.170:8080,NO USO,NUEVO
2240,45.166.244.89:8080,NO USO,NUEVO
2241,45.169.214.1:8080,NO USO,NUEVO
2242,45.222.101.217:53281,NO USO,NUEVO
2243,45.232.52.35:8080,NO USO,NUEVO
2244,45.235.10.10:8080,NO USO,NUEVO
2245,45.237.240.142:8080,NO USO,NUEVO
2246,45.238.140.62:46938,NO USO,NUEVO
2247,45.248.145.138:8080,NO USO,NUEVO
2248,45.251.228.122:39900,NO USO,NUEVO
2249,45.251.57.115:8080,NO USO,NUEVO
2250,45.4.43.249:8080,NO USO,NUEVO
2251,45.6.95.33:36034,NO USO,NUEVO
2252,45.64.99.151:3128,NO USO,NUEVO
2253,45.7.238.250:46193,NO USO,NUEVO
2254,45.70.106.93:53281,NO USO,NUEVO
2255,45.70.192.173:8080,NO USO,NUEVO
2256,45.70.192.241:8080,NO USO,NUEVO
2257,45.70.194.18:8080,NO USO,NUEVO
2258,45.70.194.83:8080,NO USO,NUEVO
2259,45.71.150.50:8080,NO USO,NUEVO
2260,45.71.151.39:8080,NO USO,NUEVO
2261,45.79.159.173:3128,NO USO,NUEVO
2262,45.79.160.168:3128,NO USO,NUEVO
2263,46.10.229.248:8080,NO USO,NUEVO
2264,46.100.250.209:59241,NO USO,NUEVO
2265,46.101.110.133:80,NO USO,NUEVO
2266,46.101.246.130:3128,NO USO,NUEVO
2267,46.163.184.59:80,NO USO,NUEVO
2268,46.165.19.207:41901,NO USO,NUEVO
2269,46.165.49.41:34535,NO USO,NUEVO
2270,46.173.127.93:44366,NO USO,NUEVO
2271,46.198.132.237:21231,NO USO,NUEVO
2272,46.20.59.243:40641,NO USO,NUEVO
2273,46.201.225.7:50866,NO USO,NUEVO
2274,46.209.231.34:8080,NO USO,NUEVO
2275,46.209.95.82:8080,NO USO,NUEVO
2276,46.214.146.61:8888,NO USO,NUEVO
2277,46.219.115.69:30419,NO USO,NUEVO
2278,46.227.217.20:3128,NO USO,NUEVO
2279,46.227.244.87:8080,NO USO,NUEVO
2280,46.229.206.135:36135,NO USO,NUEVO
2281,46.23.68.90:80,NO USO,NUEVO
2282,46.243.108.72:33141,NO USO,NUEVO
2283,46.249.123.162:8080,NO USO,NUEVO
2284,46.249.123.163:8080,NO USO,NUEVO
2285,46.249.123.164:8080,NO USO,NUEVO
2286,46.249.123.168:8080,NO USO,NUEVO
2287,46.249.123.172:8080,NO USO,NUEVO
2288,46.32.228.122:3128,NO USO,NUEVO
2289,46.32.232.213:80,NO USO,NUEVO
2290,46.35.90.190:8080,NO USO,NUEVO
2291,46.38.173.59:80,NO USO,NUEVO
2292,46.43.70.254:80,NO USO,NUEVO
2293,46.50.200.253:80,NO USO,NUEVO
2294,47.101.42.0:8080,NO USO,NUEVO
2295,47.104.134.113:8118,NO USO,NUEVO
2296,47.105.131.73:80,NO USO,NUEVO
2297,47.106.127.174:808,NO USO,NUEVO
2298,47.107.163.15:3128,NO USO,NUEVO
2299,47.107.227.104:8888,NO USO,NUEVO
2300,47.254.23.63:3128,NO USO,NUEVO
2301,47.52.27.97:31280,NO USO,NUEVO
2302,47.52.65.231:3128,NO USO,NUEVO
2303,47.75.127.140:808,NO USO,NUEVO
2304,47.75.152.242:3128,NO USO,NUEVO
2305,47.75.229.228:3128,NO USO,NUEVO
2306,47.89.253.35:3128,NO USO,NUEVO
2307,47.90.203.154:808,NO USO,NUEVO
2308,47.90.73.118:3128,NO USO,NUEVO
2309,47.95.201.41:3128,NO USO,NUEVO
2310,47.99.113.175:8118,NO USO,NUEVO
2311,49.0.36.134:8080,NO USO,NUEVO
2312,49.140.140.38:8118,NO USO,NUEVO
2313,49.156.35.22:8080,NO USO,NUEVO
2314,49.48.53.233:8080,NO USO,NUEVO
2315,49.49.208.229:8080,NO USO,NUEVO
2316,49.51.193.128:1080,NO USO,NUEVO
2317,49.51.193.134:1080,NO USO,NUEVO
2318,49.51.195.24:1080,NO USO,NUEVO
2319,49.51.68.122:1080,NO USO,NUEVO
2320,49.51.70.42:1080,NO USO,NUEVO
2321,49.86.182.58:9999,NO USO,NUEVO
2322,5.133.24.117:8080,NO USO,NUEVO
2323,5.150.100.63:8080,NO USO,NUEVO
2324,5.160.124.139:8080,NO USO,NUEVO
2325,5.160.150.29:8080,NO USO,NUEVO
2326,5.160.167.234:38313,NO USO,NUEVO
2327,5.167.96.238:3128,NO USO,NUEVO
2328,5.2.190.123:60923,NO USO,NUEVO
2329,5.202.121.130:52420,NO USO,NUEVO
2330,5.202.122.218:23500,NO USO,NUEVO
2331,5.228.22.190:45441,NO USO,NUEVO
2332,5.239.241.240:8080,NO USO,NUEVO
2333,5.39.68.235:80,NO USO,NUEVO
2334,5.53.116.162:8080,NO USO,NUEVO
2335,5.58.29.76:34282,NO USO,NUEVO
2336,5.58.56.109:34242,NO USO,NUEVO
2337,5.79.113.168:3128,NO USO,NUEVO
2338,51.15.21.103:80,NO USO,NUEVO
2339,51.15.76.119:8118,NO USO,NUEVO
2340,51.158.69.48:3128,NO USO,NUEVO
2341,51.179.181.230:8080,NO USO,NUEVO
2342,51.255.115.224:1080,NO USO,NUEVO
2343,51.255.115.225:1080,NO USO,NUEVO
2344,51.255.115.226:1080,NO USO,NUEVO
2345,51.255.115.227:1080,NO USO,NUEVO
2346,51.255.115.227:8080,NO USO,NUEVO
2347,51.255.115.228:1080,NO USO,NUEVO
2348,51.255.115.228:8080,NO USO,NUEVO
2349,51.255.115.229:1080,NO USO,NUEVO
2350,51.255.115.230:1080,NO USO,NUEVO
2351,51.255.115.230:8080,NO USO,NUEVO
2352,51.255.115.231:1080,NO USO,NUEVO
2353,51.255.115.231:8080,NO USO,NUEVO
2354,51.38.113.76:3128,NO USO,NUEVO
2355,51.68.177.232:1080,NO USO,NUEVO
2356,51.75.86.82:80,NO USO,NUEVO
2357,51.77.92.65:8080,NO USO,NUEVO
2358,52.23.242.142:3128,NO USO,NUEVO
