,CADENA,ESTADO,SITUACION
68,102.164.248.35:8080,NO USO,NUEVO
69,102.164.248.46:30824,NO USO,NUEVO
70,102.176.160.107:8080,NO USO,NUEVO
71,102.176.160.75:61149,NO USO,NUEVO
72,102.177.96.26:39434,NO USO,NUEVO
73,103.10.120.205:8080,NO USO,NUEVO
74,103.100.129.99:8080,NO USO,NUEVO
75,103.101.233.13:8080,NO USO,NUEVO
76,103.102.12.161:80,NO USO,NUEVO
77,103.102.12.53:8080,NO USO,NUEVO
78,103.102.73.72:8080,NO USO,NUEVO
79,103.103.52.53:49650,NO USO,NUEVO
80,103.104.132.76:8080,NO USO,NUEVO
81,103.105.212.106:53281,NO USO,NUEVO
82,103.105.239.1:37021,NO USO,NUEVO
83,103.105.67.244:8080,NO USO,NUEVO
84,103.106.57.174:8080,NO USO,NUEVO
85,103.106.58.42:54117,NO USO,NUEVO
86,103.108.144.12:63141,NO USO,NUEVO
87,103.108.88.118:8080,NO USO,NUEVO
88,103.109.178.37:33832,NO USO,NUEVO
89,103.109.57.218:8080,NO USO,NUEVO
90,103.109.78.193:53351,NO USO,NUEVO
91,103.110.43.3:44255,NO USO,NUEVO
92,103.110.88.226:48723,NO USO,NUEVO
93,103.111.13.6:34663,NO USO,NUEVO
94,103.115.207.18:36147,NO USO,NUEVO
95,103.116.164.41:38839,NO USO,NUEVO
96,103.12.160.200:53281,NO USO,NUEVO
97,103.12.163.187:53281,NO USO,NUEVO
98,103.121.48.203:23500,NO USO,NUEVO
99,103.126.148.98:8080,NO USO,NUEVO
100,103.126.216.162:8080,NO USO,NUEVO
101,103.127.171.26:8080,NO USO,NUEVO
102,103.14.250.219:8080,NO USO,NUEVO
103,103.15.60.21:8080,NO USO,NUEVO
104,103.16.61.46:52424,NO USO,NUEVO
105,103.17.38.24:8080,NO USO,NUEVO
106,103.194.248.166:37823,NO USO,NUEVO
107,103.194.249.170:40100,NO USO,NUEVO
108,103.194.251.43:42892,NO USO,NUEVO
109,103.197.92.118:33465,NO USO,NUEVO
110,103.198.137.97:44533,NO USO,NUEVO
111,103.20.32.247:39594,NO USO,NUEVO
112,103.204.211.194:80,NO USO,NUEVO
113,103.204.211.194:8080,NO USO,NUEVO
114,103.204.231.173:8080,NO USO,NUEVO
115,103.204.82.13:52132,NO USO,NUEVO
116,103.206.112.49:8080,NO USO,NUEVO
117,103.206.253.58:49573,NO USO,NUEVO
118,103.209.80.18:53281,NO USO,NUEVO
119,103.21.161.105:6666,NO USO,NUEVO
120,103.210.51.131:8080,NO USO,NUEVO
121,103.212.128.253:59715,NO USO,NUEVO
122,103.212.128.81:8080,NO USO,NUEVO
123,103.212.93.193:37152,NO USO,NUEVO
124,103.214.237.134:53281,NO USO,NUEVO
125,103.216.50.157:8080,NO USO,NUEVO
126,103.216.51.44:38900,NO USO,NUEVO
127,103.219.43.72:60968,NO USO,NUEVO
128,103.220.204.89:8080,NO USO,NUEVO
129,103.221.254.125:51630,NO USO,NUEVO
130,103.224.101.131:8080,NO USO,NUEVO
131,103.224.185.20:40917,NO USO,NUEVO
132,103.224.37.3:83,NO USO,NUEVO
133,103.224.48.89:63141,NO USO,NUEVO
134,103.225.204.142:53281,NO USO,NUEVO
135,103.226.1.101:8080,NO USO,NUEVO
136,103.228.117.244:8080,NO USO,NUEVO
137,103.228.76.46:58703,NO USO,NUEVO
138,103.231.163.58:45893,NO USO,NUEVO
139,103.235.66.166:8080,NO USO,NUEVO
140,103.240.161.59:48809,NO USO,NUEVO
141,103.242.14.8:55905,NO USO,NUEVO
142,103.243.81.206:8080,NO USO,NUEVO
143,103.244.13.10:8080,NO USO,NUEVO
144,103.244.13.6:8080,NO USO,NUEVO
145,103.245.19.82:61021,NO USO,NUEVO
146,103.245.77.115:8080,NO USO,NUEVO
147,103.249.182.15:80,NO USO,NUEVO
148,103.249.182.18:80,NO USO,NUEVO
149,103.249.182.20:80,NO USO,NUEVO
150,103.25.155.5:8080,NO USO,NUEVO
151,103.25.195.2:80,NO USO,NUEVO
152,103.250.152.30:48004,NO USO,NUEVO
153,103.250.157.40:35101,NO USO,NUEVO
154,103.250.166.12:47031,NO USO,NUEVO
155,103.250.166.12:6666,NO USO,NUEVO
156,103.251.58.51:61489,NO USO,NUEVO
157,103.252.117.100:8080,NO USO,NUEVO
158,103.253.113.204:8080,NO USO,NUEVO
159,103.253.113.23:46609,NO USO,NUEVO
160,103.253.2.168:51229,NO USO,NUEVO
161,103.253.211.182:80,NO USO,NUEVO
162,103.253.211.182:8080,NO USO,NUEVO
163,103.254.127.202:88,NO USO,NUEVO
164,103.254.127.218:88,NO USO,NUEVO
165,103.255.30.34:3128,NO USO,NUEVO
166,103.255.30.34:8080,NO USO,NUEVO
167,103.255.53.98:54547,NO USO,NUEVO
168,103.26.247.102:8080,NO USO,NUEVO
169,103.27.65.57:80,NO USO,NUEVO
170,103.28.226.125:32862,NO USO,NUEVO
171,103.28.227.69:3128,NO USO,NUEVO
172,103.30.181.187:8080,NO USO,NUEVO
173,103.36.126.239:8080,NO USO,NUEVO
174,103.36.32.66:8080,NO USO,NUEVO
175,103.36.35.135:8080,NO USO,NUEVO
176,103.38.5.242:55552,NO USO,NUEVO
177,103.38.5.89:55552,NO USO,NUEVO
178,103.39.246.210:3128,NO USO,NUEVO
179,103.42.161.118:8080,NO USO,NUEVO
180,103.43.40.122:30944,NO USO,NUEVO
181,103.43.42.86:35737,NO USO,NUEVO
182,103.46.128.41:35033,NO USO,NUEVO
183,103.46.233.19:83,NO USO,NUEVO
184,103.46.233.50:81,NO USO,NUEVO
185,103.46.234.1:81,NO USO,NUEVO
186,103.47.153.87:8080,NO USO,NUEVO
187,103.49.54.129:83,NO USO,NUEVO
188,103.51.26.233:30867,NO USO,NUEVO
189,103.54.28.26:61774,NO USO,NUEVO
190,103.54.95.141:32915,NO USO,NUEVO
191,103.54.97.229:53281,NO USO,NUEVO
192,103.57.194.253:53281,NO USO,NUEVO
193,103.58.145.18:55951,NO USO,NUEVO
194,103.58.249.229:23500,NO USO,NUEVO
195,103.58.251.181:41936,NO USO,NUEVO
196,103.65.195.1:61454,NO USO,NUEVO
197,103.70.145.124:8080,NO USO,NUEVO
198,103.72.216.194:38345,NO USO,NUEVO
199,103.74.220.47:43678,NO USO,NUEVO
200,103.74.244.177:43033,NO USO,NUEVO
201,103.75.27.138:34201,NO USO,NUEVO
202,103.75.27.74:8080,NO USO,NUEVO
203,103.76.151.179:8080,NO USO,NUEVO
204,103.76.170.50:54599,NO USO,NUEVO
205,103.76.175.88:8080,NO USO,NUEVO
206,103.76.20.155:37929,NO USO,NUEVO
207,103.76.243.9:59938,NO USO,NUEVO
208,103.78.12.102:8080,NO USO,NUEVO
209,103.78.213.226:41609,NO USO,NUEVO
210,103.78.215.146:8080,NO USO,NUEVO
211,103.78.215.238:8080,NO USO,NUEVO
212,103.78.252.108:8080,NO USO,NUEVO
213,103.78.254.50:8080,NO USO,NUEVO
214,103.78.74.170:3128,NO USO,NUEVO
215,103.78.80.194:33442,NO USO,NUEVO
216,103.78.97.69:8080,NO USO,NUEVO
217,103.79.35.149:8080,NO USO,NUEVO
218,103.8.115.27:38784,NO USO,NUEVO
219,103.81.104.138:8080,NO USO,NUEVO
220,103.83.205.57:61577,NO USO,NUEVO
221,103.85.220.98:60289,NO USO,NUEVO
222,103.87.48.57:8080,NO USO,NUEVO
223,103.89.152.85:8080,NO USO,NUEVO
224,103.89.91.80:24011,NO USO,NUEVO
225,103.89.91.84:24011,NO USO,NUEVO
226,103.9.188.151:37974,NO USO,NUEVO
227,103.9.188.217:37586,NO USO,NUEVO
228,103.9.188.219:32861,NO USO,NUEVO
229,103.9.188.229:36984,NO USO,NUEVO
230,103.92.212.1:47951,NO USO,NUEVO
231,103.92.213.33:47951,NO USO,NUEVO
232,103.94.171.238:60322,NO USO,NUEVO
233,103.94.5.54:8080,NO USO,NUEVO
234,103.94.6.18:443,NO USO,NUEVO
235,103.94.6.18:8080,NO USO,NUEVO
236,103.94.6.69:3128,NO USO,NUEVO
237,104.130.136.210:80,NO USO,NUEVO
238,104.207.145.18:80,NO USO,NUEVO
239,104.236.51.165:8080,NO USO,NUEVO
240,104.245.69.17:3128,NO USO,NUEVO
241,104.248.132.255:3128,NO USO,NUEVO
242,104.248.154.97:1111,NO USO,NUEVO
243,104.248.158.130:8080,NO USO,NUEVO
244,104.248.168.59:8080,NO USO,NUEVO
245,104.248.168.64:3128,NO USO,NUEVO
246,104.248.236.12:8080,NO USO,NUEVO
247,104.248.62.107:3128,NO USO,NUEVO
248,104.248.84.77:3128,NO USO,NUEVO
249,104.248.84.77:8080,NO USO,NUEVO
250,104.248.89.208:3128,NO USO,NUEVO
251,105.235.203.14:8080,NO USO,NUEVO
252,105.247.104.130:61226,NO USO,NUEVO
253,105.27.143.190:53962,NO USO,NUEVO
254,105.28.102.9:44200,NO USO,NUEVO
255,105.28.121.209:40638,NO USO,NUEVO
256,106.14.197.219:8118,NO USO,NUEVO
257,106.14.206.26:8118,NO USO,NUEVO
258,106.15.42.179:33543,NO USO,NUEVO
259,106.2.3.35:3128,NO USO,NUEVO
260,106.249.44.10:3128,NO USO,NUEVO
261,106.75.212.158:8080,NO USO,NUEVO
262,106.75.212.2:8080,NO USO,NUEVO
263,107.165.135.212:1080,NO USO,NUEVO
264,107.190.148.202:41797,NO USO,NUEVO
265,109.110.42.138:31320,NO USO,NUEVO
266,109.111.232.237:6666,NO USO,NUEVO
267,109.120.224.33:33221,NO USO,NUEVO
268,109.123.110.250:80,NO USO,NUEVO
269,109.123.4.12:3128,NO USO,NUEVO
270,109.160.86.20:32609,NO USO,NUEVO
271,109.167.141.137:8080,NO USO,NUEVO
272,109.171.107.90:8080,NO USO,NUEVO
273,109.172.57.250:23500,NO USO,NUEVO
274,109.175.11.143:53281,NO USO,NUEVO
275,109.188.128.23:58935,NO USO,NUEVO
276,109.195.210.178:43273,NO USO,NUEVO
277,109.195.250.52:3128,NO USO,NUEVO
278,109.196.143.149:3128,NO USO,NUEVO
279,109.197.188.8:8080,NO USO,NUEVO
280,109.198.110.234:8080,NO USO,NUEVO
281,109.200.184.52:8080,NO USO,NUEVO
282,109.206.140.215:8080,NO USO,NUEVO
283,109.234.38.47:8080,NO USO,NUEVO
284,109.248.62.207:36072,NO USO,NUEVO
285,109.62.210.52:8080,NO USO,NUEVO
286,109.72.230.90:53281,NO USO,NUEVO
287,109.73.188.180:53281,NO USO,NUEVO
288,109.74.132.190:42663,NO USO,NUEVO
289,109.86.199.155:51447,NO USO,NUEVO
290,109.86.214.43:59277,NO USO,NUEVO
291,109.87.85.126:50545,NO USO,NUEVO
292,109.93.79.128:53281,NO USO,NUEVO
293,109.94.101.196:53281,NO USO,NUEVO
294,109.95.255.82:8080,NO USO,NUEVO
295,110.164.58.180:8080,NO USO,NUEVO
296,110.232.80.34:3128,NO USO,NUEVO
297,110.235.201.154:8080,NO USO,NUEVO
298,110.235.246.26:58302,NO USO,NUEVO
299,110.36.233.158:57087,NO USO,NUEVO
300,110.39.52.10:39652,NO USO,NUEVO
301,110.44.114.252:80,NO USO,NUEVO
302,110.44.122.198:8080,NO USO,NUEVO
303,110.44.123.203:8080,NO USO,NUEVO
304,110.49.69.66:8080,NO USO,NUEVO
305,110.50.84.95:8080,NO USO,NUEVO
306,110.52.235.101:9999,NO USO,NUEVO
307,110.52.235.121:9999,NO USO,NUEVO
308,110.52.235.133:9999,NO USO,NUEVO
309,110.52.235.136:9999,NO USO,NUEVO
310,110.52.235.17:9999,NO USO,NUEVO
311,110.52.235.170:9999,NO USO,NUEVO
312,110.52.235.176:9999,NO USO,NUEVO
313,110.52.235.177:9999,NO USO,NUEVO
314,110.52.235.179:9999,NO USO,NUEVO
315,110.52.235.18:9999,NO USO,NUEVO
316,110.52.235.180:9999,NO USO,NUEVO
317,110.52.235.189:9999,NO USO,NUEVO
318,110.52.235.19:9999,NO USO,NUEVO
319,110.52.235.211:9999,NO USO,NUEVO
320,110.52.235.237:9999,NO USO,NUEVO
321,110.52.235.252:9999,NO USO,NUEVO
322,110.52.235.26:9999,NO USO,NUEVO
323,110.52.235.54:9999,NO USO,NUEVO
324,110.52.235.95:9999,NO USO,NUEVO
325,110.74.195.215:44975,NO USO,NUEVO
326,110.74.199.68:52416,NO USO,NUEVO
327,110.74.209.202:47761,NO USO,NUEVO
328,110.74.221.113:37966,NO USO,NUEVO
329,110.77.172.215:8080,NO USO,NUEVO
330,110.77.212.132:8080,NO USO,NUEVO
331,110.77.221.240:8080,NO USO,NUEVO
332,110.77.226.201:8080,NO USO,NUEVO
333,110.77.231.93:80,NO USO,NUEVO
334,110.78.152.28:8080,NO USO,NUEVO
335,110.78.168.152:3128,NO USO,NUEVO
336,110.78.183.74:8080,NO USO,NUEVO
337,110.93.230.218:32606,NO USO,NUEVO
338,111.118.128.123:8080,NO USO,NUEVO
339,111.118.128.140:41344,NO USO,NUEVO
340,111.125.143.148:8080,NO USO,NUEVO
341,111.202.37.195:45571,NO USO,NUEVO
342,111.203.133.96:80,NO USO,NUEVO
343,111.230.99.192:8118,NO USO,NUEVO
344,111.231.193.72:1080,NO USO,NUEVO
345,111.231.98.179:1080,NO USO,NUEVO
346,111.26.9.26:80,NO USO,NUEVO
347,111.59.90.238:80,NO USO,NUEVO
348,111.67.92.66:8080,NO USO,NUEVO
349,111.72.154.205:9999,NO USO,NUEVO
350,111.95.0.7:8080,NO USO,NUEVO
351,112.133.247.139:8080,NO USO,NUEVO
352,112.16.172.107:63141,NO USO,NUEVO
353,112.78.38.21:57089,NO USO,NUEVO
354,112.85.131.113:9999,NO USO,NUEVO
355,112.85.171.145:9999,NO USO,NUEVO
356,112.85.171.153:9999,NO USO,NUEVO
357,112.87.68.213:9999,NO USO,NUEVO
358,112.95.206.251:8888,NO USO,NUEVO
359,112.95.207.215:8888,NO USO,NUEVO
360,112.95.207.217:8888,NO USO,NUEVO
361,112.95.207.219:8888,NO USO,NUEVO
362,112.95.207.220:8888,NO USO,NUEVO
363,112.95.207.221:8888,NO USO,NUEVO
364,113.108.242.36:47713,NO USO,NUEVO
365,113.11.94.242:46791,NO USO,NUEVO
366,113.160.218.14:32670,NO USO,NUEVO
367,113.161.173.10:3128,NO USO,NUEVO
368,113.161.68.146:8080,NO USO,NUEVO
369,113.166.127.60:8080,NO USO,NUEVO
370,113.200.214.164:9999,NO USO,NUEVO
371,113.23.179.116:58465,NO USO,NUEVO
372,113.53.29.218:37518,NO USO,NUEVO
373,113.53.29.92:47297,NO USO,NUEVO
374,113.53.60.247:8080,NO USO,NUEVO
375,113.54.155.244:1080,NO USO,NUEVO
376,114.129.9.57:8080,NO USO,NUEVO
377,114.134.186.242:31166,NO USO,NUEVO
378,114.199.111.130:80,NO USO,NUEVO
379,114.199.112.170:23500,NO USO,NUEVO
380,114.202.2.185:80,NO USO,NUEVO
381,114.239.250.104:9999,NO USO,NUEVO
382,114.30.75.206:31872,NO USO,NUEVO
383,114.30.75.214:60265,NO USO,NUEVO
384,114.30.75.220:61786,NO USO,NUEVO
385,114.31.20.2:8080,NO USO,NUEVO
386,114.55.236.62:3128,NO USO,NUEVO
387,114.55.63.34:808,NO USO,NUEVO
388,114.57.49.242:53281,NO USO,NUEVO
389,114.57.49.66:53281,NO USO,NUEVO
390,114.6.246.225:8080,NO USO,NUEVO
391,114.7.4.110:8080,NO USO,NUEVO
392,115.124.75.6:8080,NO USO,NUEVO
393,115.124.85.18:80,NO USO,NUEVO
394,115.124.86.250:48203,NO USO,NUEVO
395,115.124.89.36:8080,NO USO,NUEVO
396,115.159.151.135:8118,NO USO,NUEVO
397,115.160.156.91:80,NO USO,NUEVO
398,115.178.97.241:23500,NO USO,NUEVO
399,115.203.120.54:9999,NO USO,NUEVO
400,115.239.206.246:1080,NO USO,NUEVO
401,115.28.167.84:1080,NO USO,NUEVO
402,115.70.107.199:8080,NO USO,NUEVO
403,115.78.13.133:8080,NO USO,NUEVO
404,115.79.208.56:38351,NO USO,NUEVO
405,115.85.83.197:8080,NO USO,NUEVO
406,116.0.2.94:36510,NO USO,NUEVO
407,116.12.89.65:8080,NO USO,NUEVO
408,116.12.89.89:8080,NO USO,NUEVO
409,116.196.81.58:3128,NO USO,NUEVO
410,116.196.90.181:3128,NO USO,NUEVO
411,116.197.128.242:43884,NO USO,NUEVO
412,116.197.155.214:35634,NO USO,NUEVO
413,116.208.11.185:9999,NO USO,NUEVO
414,116.209.52.107:9999,NO USO,NUEVO
415,116.209.52.115:9999,NO USO,NUEVO
416,116.209.52.184:9999,NO USO,NUEVO
417,116.209.52.20:9999,NO USO,NUEVO
418,116.209.52.206:9999,NO USO,NUEVO
419,116.209.52.231:9999,NO USO,NUEVO
420,116.209.52.238:9999,NO USO,NUEVO
421,116.209.52.86:9999,NO USO,NUEVO
422,116.209.53.107:9999,NO USO,NUEVO
423,116.209.53.133:9999,NO USO,NUEVO
424,116.209.53.141:9999,NO USO,NUEVO
425,116.209.53.15:9999,NO USO,NUEVO
426,116.209.53.157:9999,NO USO,NUEVO
427,116.209.53.191:9999,NO USO,NUEVO
428,116.209.53.198:9999,NO USO,NUEVO
429,116.209.53.215:9999,NO USO,NUEVO
430,116.209.53.234:9999,NO USO,NUEVO
431,116.209.53.239:9999,NO USO,NUEVO
432,116.209.53.49:9999,NO USO,NUEVO
433,116.209.53.54:9999,NO USO,NUEVO
434,116.209.54.106:9999,NO USO,NUEVO
435,116.209.54.127:9999,NO USO,NUEVO
436,116.209.54.144:9999,NO USO,NUEVO
437,116.209.54.154:9999,NO USO,NUEVO
438,116.209.54.181:9999,NO USO,NUEVO
439,116.209.54.193:9999,NO USO,NUEVO
440,116.209.54.209:9999,NO USO,NUEVO
441,116.209.54.234:9999,NO USO,NUEVO
442,116.209.54.244:9999,NO USO,NUEVO
443,116.209.54.44:9999,NO USO,NUEVO
444,116.209.55.106:9999,NO USO,NUEVO
445,116.209.55.116:9999,NO USO,NUEVO
446,116.209.55.168:9999,NO USO,NUEVO
447,116.209.55.225:9999,NO USO,NUEVO
448,116.209.55.23:9999,NO USO,NUEVO
449,116.209.55.244:9999,NO USO,NUEVO
450,116.209.55.250:9999,NO USO,NUEVO
451,116.209.55.252:9999,NO USO,NUEVO
452,116.209.55.46:9999,NO USO,NUEVO
453,116.209.55.56:9999,NO USO,NUEVO
454,116.209.55.57:9999,NO USO,NUEVO
455,116.209.55.77:9999,NO USO,NUEVO
456,116.209.56.108:9999,NO USO,NUEVO
457,116.209.56.11:9999,NO USO,NUEVO
458,116.209.56.127:9999,NO USO,NUEVO
459,116.209.56.14:9999,NO USO,NUEVO
460,116.209.56.172:9999,NO USO,NUEVO
461,116.209.56.195:9999,NO USO,NUEVO
462,116.209.56.196:9999,NO USO,NUEVO
463,116.209.56.203:9999,NO USO,NUEVO
464,116.209.56.214:9999,NO USO,NUEVO
465,116.209.56.221:9999,NO USO,NUEVO
466,116.209.56.232:9999,NO USO,NUEVO
467,116.209.56.5:9999,NO USO,NUEVO
468,116.209.57.115:9999,NO USO,NUEVO
469,116.209.57.121:9999,NO USO,NUEVO
470,116.209.57.124:9999,NO USO,NUEVO
471,116.209.57.156:9999,NO USO,NUEVO
472,116.209.57.16:9999,NO USO,NUEVO
473,116.209.57.174:9999,NO USO,NUEVO
474,116.209.57.178:9999,NO USO,NUEVO
475,116.209.57.206:9999,NO USO,NUEVO
476,116.209.57.222:9999,NO USO,NUEVO
477,116.209.57.238:9999,NO USO,NUEVO
478,116.209.57.253:9999,NO USO,NUEVO
479,116.209.57.45:9999,NO USO,NUEVO
480,116.209.57.54:9999,NO USO,NUEVO
481,116.209.57.60:9999,NO USO,NUEVO
482,116.209.57.74:9999,NO USO,NUEVO
483,116.209.57.93:9999,NO USO,NUEVO
484,116.209.58.157:9999,NO USO,NUEVO
485,116.209.58.176:9999,NO USO,NUEVO
486,116.209.58.182:9999,NO USO,NUEVO
487,116.209.58.216:9999,NO USO,NUEVO
488,116.209.58.61:9999,NO USO,NUEVO
489,116.209.58.70:9999,NO USO,NUEVO
490,116.209.58.85:9999,NO USO,NUEVO
491,116.209.59.118:9999,NO USO,NUEVO
492,116.209.59.146:9999,NO USO,NUEVO
493,116.209.59.179:9999,NO USO,NUEVO
494,116.209.59.181:9999,NO USO,NUEVO
495,116.209.59.183:9999,NO USO,NUEVO
496,116.209.59.186:9999,NO USO,NUEVO
497,116.209.59.192:9999,NO USO,NUEVO
498,116.209.59.228:9999,NO USO,NUEVO
499,116.209.59.249:9999,NO USO,NUEVO
500,116.209.59.61:9999,NO USO,NUEVO
501,116.209.59.7:9999,NO USO,NUEVO
502,116.209.59.70:9999,NO USO,NUEVO
503,116.209.59.81:9999,NO USO,NUEVO
504,116.209.59.82:9999,NO USO,NUEVO
505,116.212.143.182:8080,NO USO,NUEVO
506,116.212.148.42:8080,NO USO,NUEVO
507,116.212.157.226:8080,NO USO,NUEVO
508,116.212.158.110:8080,NO USO,NUEVO
509,116.254.101.16:80,NO USO,NUEVO
510,116.62.149.245:8118,NO USO,NUEVO
511,116.66.197.167:8080,NO USO,NUEVO
512,116.71.136.98:8080,NO USO,NUEVO
513,117.102.85.162:57318,NO USO,NUEVO
514,117.141.155.242:53281,NO USO,NUEVO
515,117.141.155.244:53281,NO USO,NUEVO
516,117.196.231.201:37769,NO USO,NUEVO
517,117.196.232.94:8080,NO USO,NUEVO
518,117.196.235.117:8080,NO USO,NUEVO
519,117.196.237.47:8080,NO USO,NUEVO
520,117.196.238.91:8080,NO USO,NUEVO
521,117.198.100.51:3128,NO USO,NUEVO
522,117.2.22.41:41973,NO USO,NUEVO
523,117.20.57.64:8080,NO USO,NUEVO
524,117.206.151.38:8080,NO USO,NUEVO
525,117.206.83.198:52071,NO USO,NUEVO
526,117.212.94.12:8080,NO USO,NUEVO
527,117.212.95.31:8080,NO USO,NUEVO
528,117.218.112.48:63141,NO USO,NUEVO
529,117.239.240.202:53281,NO USO,NUEVO
530,117.242.147.69:56285,NO USO,NUEVO
531,117.242.188.84:8080,NO USO,NUEVO
532,117.242.188.87:8080,NO USO,NUEVO
533,117.242.36.16:8080,NO USO,NUEVO
534,117.242.36.240:8080,NO USO,NUEVO
535,117.247.92.104:3128,NO USO,NUEVO
536,117.252.67.97:8080,NO USO,NUEVO
537,117.252.69.153:8080,NO USO,NUEVO
538,117.252.70.101:8080,NO USO,NUEVO
539,117.252.70.230:8080,NO USO,NUEVO
540,117.254.216.178:8080,NO USO,NUEVO
541,117.254.216.238:8080,NO USO,NUEVO
542,117.254.217.114:8888,NO USO,NUEVO
543,117.254.217.169:23500,NO USO,NUEVO
544,117.254.218.149:8080,NO USO,NUEVO
545,117.254.218.219:8080,NO USO,NUEVO
546,117.254.219.105:23500,NO USO,NUEVO
547,117.4.247.218:3128,NO USO,NUEVO
548,117.54.13.174:34190,NO USO,NUEVO
549,117.58.243.244:52636,NO USO,NUEVO
550,117.70.39.86:8118,NO USO,NUEVO
551,117.95.192.8:9999,NO USO,NUEVO
552,118.140.151.98:3128,NO USO,NUEVO
553,118.163.125.36:8080,NO USO,NUEVO
554,118.163.26.248:60636,NO USO,NUEVO
555,118.172.201.149:37662,NO USO,NUEVO
556,118.172.201.34:49018,NO USO,NUEVO
557,118.172.227.89:55425,NO USO,NUEVO
558,118.172.239.50:8080,NO USO,NUEVO
559,118.173.232.160:39079,NO USO,NUEVO
560,118.173.232.170:44029,NO USO,NUEVO
561,118.173.232.191:30543,NO USO,NUEVO
562,118.173.232.215:43186,NO USO,NUEVO
563,118.173.233.151:40025,NO USO,NUEVO
564,118.174.131.241:41987,NO USO,NUEVO
565,118.174.196.39:52226,NO USO,NUEVO
566,118.174.211.219:3557,NO USO,NUEVO
567,118.174.211.222:3128,NO USO,NUEVO
568,118.174.211.222:8080,NO USO,NUEVO
569,118.174.211.222:81,NO USO,NUEVO
570,118.174.220.130:41419,NO USO,NUEVO
571,118.174.220.148:54853,NO USO,NUEVO
572,118.174.220.36:33234,NO USO,NUEVO
573,118.174.220.61:60070,NO USO,NUEVO
574,118.174.220.77:36091,NO USO,NUEVO
575,118.174.232.106:50491,NO USO,NUEVO
576,118.174.232.16:40586,NO USO,NUEVO
577,118.174.232.181:8080,NO USO,NUEVO
578,118.174.233.18:61605,NO USO,NUEVO
579,118.174.233.25:52163,NO USO,NUEVO
580,118.174.233.66:48902,NO USO,NUEVO
581,118.174.233.8:50948,NO USO,NUEVO
582,118.174.234.160:47037,NO USO,NUEVO
