,CADENA,ESTADO,SITUACION
2045,201.72.106.99:31181,NO USO,NUEVO
2046,201.73.145.48:8080,NO USO,NUEVO
2047,201.76.124.136:20183,NO USO,NUEVO
2048,201.76.125.66:20183,NO USO,NUEVO
2049,202.104.101.27:1080,NO USO,NUEVO
2050,202.112.237.102:3128,NO USO,NUEVO
2051,202.125.94.139:1234,NO USO,NUEVO
2052,202.126.202.46:3128,NO USO,NUEVO
2053,202.129.251.39:23500,NO USO,NUEVO
2054,202.137.10.179:57338,NO USO,NUEVO
2055,202.138.230.21:80,NO USO,NUEVO
2056,202.138.249.244:39896,NO USO,NUEVO
2057,202.138.254.7:8080,NO USO,NUEVO
2058,202.142.185.150:53281,NO USO,NUEVO
2059,202.147.196.169:8080,NO USO,NUEVO
2060,202.147.198.115:80,NO USO,NUEVO
2061,202.150.151.194:44570,NO USO,NUEVO
2062,202.150.151.85:3128,NO USO,NUEVO
2063,202.150.151.85:80,NO USO,NUEVO
2064,202.152.28.102:8080,NO USO,NUEVO
2065,202.162.214.250:8080,NO USO,NUEVO
2066,202.166.196.28:50153,NO USO,NUEVO
2067,202.166.208.147:8080,NO USO,NUEVO
2068,202.166.210.122:55726,NO USO,NUEVO
2069,202.169.235.17:44062,NO USO,NUEVO
2070,202.169.238.82:8080,NO USO,NUEVO
2071,202.169.239.66:8080,NO USO,NUEVO
2072,202.175.61.162:8080,NO USO,NUEVO
2073,202.182.164.170:30264,NO USO,NUEVO
2074,202.21.124.226:41258,NO USO,NUEVO
2075,202.28.17.5:8080,NO USO,NUEVO
2076,202.29.20.151:43083,NO USO,NUEVO
2077,202.3.72.177:48453,NO USO,NUEVO
2078,202.4.186.102:80,NO USO,NUEVO
2079,202.5.37.96:63141,NO USO,NUEVO
2080,202.5.56.44:63141,NO USO,NUEVO
2081,202.51.106.195:8080,NO USO,NUEVO
2082,202.51.115.122:42080,NO USO,NUEVO
2083,202.56.164.38:8080,NO USO,NUEVO
2084,202.57.43.26:61231,NO USO,NUEVO
2085,202.57.47.122:60518,NO USO,NUEVO
2086,202.57.52.154:49942,NO USO,NUEVO
2087,202.58.108.66:8080,NO USO,NUEVO
2088,202.61.49.52:36493,NO USO,NUEVO
2089,202.62.50.179:48434,NO USO,NUEVO
2090,202.62.73.225:83,NO USO,NUEVO
2091,202.62.88.185:83,NO USO,NUEVO
2092,202.7.54.35:8080,NO USO,NUEVO
2093,202.70.84.1:8080,NO USO,NUEVO
2094,202.74.242.216:47108,NO USO,NUEVO
2095,202.74.243.214:31601,NO USO,NUEVO
2096,202.75.101.78:8080,NO USO,NUEVO
2097,202.75.97.105:36823,NO USO,NUEVO
2098,202.77.120.38:55668,NO USO,NUEVO
2099,202.79.26.62:8080,NO USO,NUEVO
2100,202.79.34.167:48646,NO USO,NUEVO
2101,202.79.43.139:8080,NO USO,NUEVO
2102,202.79.50.167:58989,NO USO,NUEVO
2103,202.79.58.118:8080,NO USO,NUEVO
2104,202.79.58.125:35481,NO USO,NUEVO
2105,202.84.79.11:35020,NO USO,NUEVO
2106,202.91.75.52:8080,NO USO,NUEVO
2107,202.91.92.21:56491,NO USO,NUEVO
2108,203.113.103.54:80,NO USO,NUEVO
2109,203.126.136.70:3128,NO USO,NUEVO
2110,203.128.74.122:8080,NO USO,NUEVO
2111,203.129.224.79:80,NO USO,NUEVO
2112,203.130.231.178:8080,NO USO,NUEVO
2113,203.135.22.82:8080,NO USO,NUEVO
2114,203.150.107.97:8080,NO USO,NUEVO
2115,203.150.128.121:8080,NO USO,NUEVO
2116,203.150.128.42:8080,NO USO,NUEVO
2117,203.150.138.28:80,NO USO,NUEVO
2118,203.150.138.28:8080,NO USO,NUEVO
2119,203.150.151.197:8080,NO USO,NUEVO
2120,203.150.161.65:8080,NO USO,NUEVO
2121,203.150.172.151:8080,NO USO,NUEVO
2122,203.154.83.72:8080,NO USO,NUEVO
2123,203.156.209.121:8080,NO USO,NUEVO
2124,203.162.20.145:80,NO USO,NUEVO
2125,203.17.150.95:36391,NO USO,NUEVO
2126,203.17.73.228:80,NO USO,NUEVO
2127,203.170.190.58:8080,NO USO,NUEVO
2128,203.176.143.74:8080,NO USO,NUEVO
2129,203.185.132.243:80,NO USO,NUEVO
2130,203.189.135.8:63141,NO USO,NUEVO
2131,203.189.137.112:8080,NO USO,NUEVO
2132,203.189.153.24:80,NO USO,NUEVO
2133,203.201.172.90:3128,NO USO,NUEVO
2134,203.201.172.92:3128,NO USO,NUEVO
2135,203.205.29.106:35523,NO USO,NUEVO
2136,203.205.34.52:25,NO USO,NUEVO
2137,203.210.84.83:8080,NO USO,NUEVO
2138,203.215.48.69:41665,NO USO,NUEVO
2139,203.215.48.86:41665,NO USO,NUEVO
2140,203.232.32.89:80,NO USO,NUEVO
2141,203.24.76.73:32064,NO USO,NUEVO
2142,203.246.112.133:3128,NO USO,NUEVO
2143,203.250.198.112:80,NO USO,NUEVO
2144,203.42.227.113:8080,NO USO,NUEVO
2145,203.80.190.162:8080,NO USO,NUEVO
2146,203.81.75.37:8080,NO USO,NUEVO
2147,203.84.156.125:53281,NO USO,NUEVO
2148,203.99.104.34:44478,NO USO,NUEVO
2149,203.99.116.162:43403,NO USO,NUEVO
2150,203.99.118.2:49904,NO USO,NUEVO
2151,204.29.115.149:8080,NO USO,NUEVO
2152,204.48.18.225:8080,NO USO,NUEVO
2153,204.57.112.65:80,NO USO,NUEVO
2154,205.186.156.60:80,NO USO,NUEVO
2155,205.201.49.140:53281,NO USO,NUEVO
2156,206.125.41.130:443,NO USO,NUEVO
2157,206.125.41.135:80,NO USO,NUEVO
2158,206.176.103.204:8080,NO USO,NUEVO
2159,206.189.112.106:3128,NO USO,NUEVO
2160,206.189.154.45:8080,NO USO,NUEVO
2161,206.189.32.247:8080,NO USO,NUEVO
2162,206.214.211.166:80,NO USO,NUEVO
2163,206.221.177.131:3128,NO USO,NUEVO
2164,206.221.177.134:3128,NO USO,NUEVO
2165,206.221.177.135:3128,NO USO,NUEVO
2166,206.221.219.98:80,NO USO,NUEVO
2167,206.72.197.164:80,NO USO,NUEVO
2168,206.72.198.237:80,NO USO,NUEVO
2169,206.72.199.56:80,NO USO,NUEVO
2170,206.72.201.196:80,NO USO,NUEVO
2171,206.72.205.165:80,NO USO,NUEVO
2172,206.72.205.250:80,NO USO,NUEVO
2173,206.72.205.251:80,NO USO,NUEVO
2174,206.72.205.253:80,NO USO,NUEVO
2175,206.72.206.66:80,NO USO,NUEVO
2176,207.10.243.26:8080,NO USO,NUEVO
2177,207.180.253.113:3128,NO USO,NUEVO
2178,207.246.76.91:80,NO USO,NUEVO
2179,208.110.114.65:8080,NO USO,NUEVO
2180,208.180.237.55:31012,NO USO,NUEVO
2181,208.74.68.2:8080,NO USO,NUEVO
2182,209.173.16.2:8080,NO USO,NUEVO
2183,209.197.108.39:80,NO USO,NUEVO
2184,209.197.109.99:80,NO USO,NUEVO
2185,209.197.84.196:80,NO USO,NUEVO
2186,209.97.161.154:3128,NO USO,NUEVO
2187,209.97.166.150:8080,NO USO,NUEVO
2188,209.97.170.248:8080,NO USO,NUEVO
2189,209.97.174.189:8080,NO USO,NUEVO
2190,209.97.177.138:8080,NO USO,NUEVO
2191,209.97.191.169:3128,NO USO,NUEVO
2192,210.0.128.58:8080,NO USO,NUEVO
2193,210.120.247.60:80,NO USO,NUEVO
2194,210.16.85.110:84,NO USO,NUEVO
2195,210.16.85.41:81,NO USO,NUEVO
2196,210.16.85.98:83,NO USO,NUEVO
2197,210.211.17.98:31279,NO USO,NUEVO
2198,210.5.10.87:53281,NO USO,NUEVO
2199,210.57.210.130:80,NO USO,NUEVO
2200,211.147.239.101:60999,NO USO,NUEVO
2201,211.152.33.24:51277,NO USO,NUEVO
2202,211.249.118.21:80,NO USO,NUEVO
2203,211.254.217.167:3128,NO USO,NUEVO
2204,212.103.102.178:80,NO USO,NUEVO
2205,212.105.206.236:3128,NO USO,NUEVO
2206,212.112.115.253:39125,NO USO,NUEVO
2207,212.115.224.71:53281,NO USO,NUEVO
2208,212.119.243.64:23500,NO USO,NUEVO
2209,212.126.107.2:31475,NO USO,NUEVO
2210,212.129.5.248:54321,NO USO,NUEVO
2211,212.129.5.85:54321,NO USO,NUEVO
2212,212.129.6.141:54321,NO USO,NUEVO
2213,212.129.6.253:54321,NO USO,NUEVO
2214,212.129.7.24:54321,NO USO,NUEVO
2215,212.129.8.104:54321,NO USO,NUEVO
2216,212.129.9.7:54321,NO USO,NUEVO
2217,212.13.98.62:34423,NO USO,NUEVO
2218,212.182.25.89:3128,NO USO,NUEVO
2219,212.186.133.22:80,NO USO,NUEVO
2220,212.22.86.114:3130,NO USO,NUEVO
2221,212.42.173.71:8080,NO USO,NUEVO
2222,212.75.249.130:58297,NO USO,NUEVO
2223,212.83.168.242:80,NO USO,NUEVO
2224,212.90.168.150:52589,NO USO,NUEVO
2225,212.92.12.19:53281,NO USO,NUEVO
2226,213.136.87.65:80,NO USO,NUEVO
2227,213.14.32.75:54575,NO USO,NUEVO
2228,213.144.97.254:8080,NO USO,NUEVO
2229,213.151.89.71:80,NO USO,NUEVO
2230,213.154.21.183:8888,NO USO,NUEVO
2231,213.160.150.239:40565,NO USO,NUEVO
2232,213.163.122.154:8080,NO USO,NUEVO
2233,213.163.122.197:8080,NO USO,NUEVO
2234,213.174.10.58:61657,NO USO,NUEVO
2235,213.181.202.24:32231,NO USO,NUEVO
2236,213.184.129.234:80,NO USO,NUEVO
2237,213.197.182.102:80,NO USO,NUEVO
2238,213.216.48.21:42370,NO USO,NUEVO
2239,213.23.122.170:443,NO USO,NUEVO
2240,213.23.122.170:83,NO USO,NUEVO
2241,213.234.0.242:56503,NO USO,NUEVO
2242,213.241.194.34:40555,NO USO,NUEVO
2243,213.247.192.131:41258,NO USO,NUEVO
2244,213.5.194.226:9090,NO USO,NUEVO
2245,213.59.153.19:53281,NO USO,NUEVO
2246,213.6.65.30:8080,NO USO,NUEVO
2247,213.6.76.94:8030,NO USO,NUEVO
2248,213.6.77.118:8080,NO USO,NUEVO
2249,213.86.5.211:8080,NO USO,NUEVO
2250,213.96.245.47:8080,NO USO,NUEVO
2251,216.155.129.205:80,NO USO,NUEVO
2252,216.155.130.4:80,NO USO,NUEVO
2253,216.155.131.244:80,NO USO,NUEVO
2254,216.155.133.120:80,NO USO,NUEVO
2255,216.155.133.171:80,NO USO,NUEVO
2256,216.17.101.88:80,NO USO,NUEVO
2257,216.17.103.107:80,NO USO,NUEVO
2258,216.17.110.136:80,NO USO,NUEVO
2259,216.213.194.170:8080,NO USO,NUEVO
2260,216.226.126.101:8081,NO USO,NUEVO
2261,216.226.126.224:8081,NO USO,NUEVO
2262,216.244.74.235:80,NO USO,NUEVO
2263,217.113.17.226:39612,NO USO,NUEVO
2264,217.12.54.4:42471,NO USO,NUEVO
2265,217.126.50.113:33613,NO USO,NUEVO
2266,217.147.215.49:80,NO USO,NUEVO
2267,217.171.85.234:57023,NO USO,NUEVO
2268,217.173.18.238:8080,NO USO,NUEVO
2269,217.174.179.182:56172,NO USO,NUEVO
2270,217.182.120.160:1080,NO USO,NUEVO
2271,217.182.120.161:1080,NO USO,NUEVO
2272,217.182.120.161:8080,NO USO,NUEVO
2273,217.182.120.162:1080,NO USO,NUEVO
2274,217.182.120.162:8080,NO USO,NUEVO
2275,217.182.120.163:1080,NO USO,NUEVO
2276,217.182.120.164:1080,NO USO,NUEVO
2277,217.182.120.165:1080,NO USO,NUEVO
2278,217.182.120.166:1080,NO USO,NUEVO
2279,217.182.120.166:8080,NO USO,NUEVO
2280,217.182.120.167:1080,NO USO,NUEVO
2281,217.196.25.130:41500,NO USO,NUEVO
2282,217.198.114.16:80,NO USO,NUEVO
2283,217.21.59.160:50288,NO USO,NUEVO
2284,217.219.93.111:8080,NO USO,NUEVO
2285,217.27.41.138:39457,NO USO,NUEVO
2286,217.30.78.54:53281,NO USO,NUEVO
2287,217.61.60.188:3128,NO USO,NUEVO
2288,217.61.97.133:3128,NO USO,NUEVO
2289,217.69.10.117:3128,NO USO,NUEVO
2290,217.77.56.33:8888,NO USO,NUEVO
2291,217.79.3.94:8080,NO USO,NUEVO
2292,217.8.84.76:46378,NO USO,NUEVO
2293,218.17.21.138:808,NO USO,NUEVO
2294,218.214.29.92:8080,NO USO,NUEVO
2295,218.26.227.108:80,NO USO,NUEVO
2296,218.38.52.157:80,NO USO,NUEVO
2297,218.60.8.98:3129,NO USO,NUEVO
2298,218.64.69.79:8080,NO USO,NUEVO
2299,219.150.221.26:80,NO USO,NUEVO
2300,219.73.99.14:3128,NO USO,NUEVO
2301,219.73.99.14:3129,NO USO,NUEVO
2302,219.90.87.91:53281,NO USO,NUEVO
2303,220.130.104.96:21231,NO USO,NUEVO
2304,220.130.44.134:80,NO USO,NUEVO
2305,220.133.87.93:31581,NO USO,NUEVO
2306,220.247.171.138:8080,NO USO,NUEVO
2307,220.247.171.170:8080,NO USO,NUEVO
2308,221.143.42.186:80,NO USO,NUEVO
2309,221.239.86.26:32228,NO USO,NUEVO
2310,221.4.172.162:3128,NO USO,NUEVO
2311,221.5.80.66:3128,NO USO,NUEVO
2312,221.7.255.168:80,NO USO,NUEVO
2313,221.7.255.168:8080,NO USO,NUEVO
2314,222.165.195.75:55949,NO USO,NUEVO
2315,222.186.45.120:53579,NO USO,NUEVO
2316,222.217.68.51:37094,NO USO,NUEVO
2317,222.74.237.246:808,NO USO,NUEVO
2318,222.89.32.168:9999,NO USO,NUEVO
2319,223.165.243.161:38526,NO USO,NUEVO
2320,223.19.105.42:3128,NO USO,NUEVO
2321,223.207.112.154:8080,NO USO,NUEVO
2322,223.207.160.36:8080,NO USO,NUEVO
2323,223.207.162.165:8080,NO USO,NUEVO
2324,223.207.184.98:8080,NO USO,NUEVO
2325,223.25.101.84:54795,NO USO,NUEVO
2326,223.25.111.4:8181,NO USO,NUEVO
2327,223.27.212.41:8080,NO USO,NUEVO
2328,23.108.64.109:8118,NO USO,NUEVO
2329,23.108.64.74:8118,NO USO,NUEVO
2330,23.108.78.138:8118,NO USO,NUEVO
2331,23.20.214.120:3128,NO USO,NUEVO
2332,23.226.56.5:808,NO USO,NUEVO
2333,23.226.63.180:808,NO USO,NUEVO
2334,23.226.63.182:808,NO USO,NUEVO
2335,23.23.87.16:8888,NO USO,NUEVO
2336,24.113.32.84:80,NO USO,NUEVO
2337,24.142.136.109:80,NO USO,NUEVO
2338,24.142.136.117:80,NO USO,NUEVO
2339,24.217.192.131:57273,NO USO,NUEVO
2340,27.110.221.178:8080,NO USO,NUEVO
2341,27.111.38.89:51540,NO USO,NUEVO
2342,27.123.222.211:8080,NO USO,NUEVO
2343,27.14.22.137:8118,NO USO,NUEVO
2344,27.145.100.22:8080,NO USO,NUEVO
2345,27.147.131.130:8080,NO USO,NUEVO
2346,27.147.140.154:8080,NO USO,NUEVO
2347,27.147.185.55:49930,NO USO,NUEVO
2348,27.147.209.215:8080,NO USO,NUEVO
2349,27.147.212.38:53281,NO USO,NUEVO
2350,27.147.227.15:8080,NO USO,NUEVO
2351,27.147.233.28:8080,NO USO,NUEVO
2352,27.154.34.146:41250,NO USO,NUEVO
2353,27.19.111.218:8118,NO USO,NUEVO
2354,27.2.7.59:52148,NO USO,NUEVO
2355,27.72.61.48:48455,NO USO,NUEVO
2356,27.74.247.140:49405,NO USO,NUEVO
2357,27.96.84.22:49994,NO USO,NUEVO
2358,3.121.220.72:3128,NO USO,NUEVO
2359,3.17.175.232:3128,NO USO,NUEVO
2360,31.129.142.183:8080,NO USO,NUEVO
2361,31.13.15.107:81,NO USO,NUEVO
2362,31.132.153.232:8080,NO USO,NUEVO
2363,31.133.57.134:41258,NO USO,NUEVO
2364,31.147.227.19:48925,NO USO,NUEVO
2365,31.148.219.180:80,NO USO,NUEVO
2366,31.15.89.69:57984,NO USO,NUEVO
2367,31.173.90.110:8080,NO USO,NUEVO
2368,31.173.94.93:48023,NO USO,NUEVO
2369,31.179.192.214:43313,NO USO,NUEVO
2370,31.184.252.69:443,NO USO,NUEVO
2371,31.209.104.163:51417,NO USO,NUEVO
2372,31.209.99.187:8888,NO USO,NUEVO
2373,31.29.37.81:60560,NO USO,NUEVO
2374,31.40.178.6:53281,NO USO,NUEVO
2375,31.41.175.86:51942,NO USO,NUEVO
2376,31.41.51.58:32023,NO USO,NUEVO
2377,31.42.4.202:53281,NO USO,NUEVO
2378,34.222.107.102:3128,NO USO,NUEVO
2379,34.236.155.228:3128,NO USO,NUEVO
2380,34.239.104.21:3128,NO USO,NUEVO
2381,34.240.231.232:3131,NO USO,NUEVO
2382,35.161.35.222:80,NO USO,NUEVO
2383,35.173.217.244:3128,NO USO,NUEVO
2384,35.185.201.225:8080,NO USO,NUEVO
2385,35.193.0.225:80,NO USO,NUEVO
2386,35.195.53.53:80,NO USO,NUEVO
2387,35.200.37.50:80,NO USO,NUEVO
2388,35.220.128.98:3128,NO USO,NUEVO
2389,35.221.140.201:80,NO USO,NUEVO
2390,35.235.75.244:3128,NO USO,NUEVO
2391,35.236.109.169:3128,NO USO,NUEVO
2392,35.236.25.253:80,NO USO,NUEVO
2393,36.255.86.231:83,NO USO,NUEVO
2394,36.255.86.234:82,NO USO,NUEVO
2395,36.255.86.235:83,NO USO,NUEVO
2396,36.255.87.228:82,NO USO,NUEVO
2397,36.255.87.228:83,NO USO,NUEVO
2398,36.255.87.237:83,NO USO,NUEVO
2399,36.255.87.241:83,NO USO,NUEVO
2400,36.255.87.242:84,NO USO,NUEVO
2401,36.37.112.6:60756,NO USO,NUEVO
2402,36.37.202.78:8080,NO USO,NUEVO
2403,36.37.81.135:8080,NO USO,NUEVO
2404,36.37.93.166:3128,NO USO,NUEVO
2405,36.65.160.35:8080,NO USO,NUEVO
2406,36.65.168.160:80,NO USO,NUEVO
2407,36.65.168.160:8080,NO USO,NUEVO
2408,36.65.205.156:8080,NO USO,NUEVO
2409,36.66.124.157:8080,NO USO,NUEVO
2410,36.66.126.77:40463,NO USO,NUEVO
2411,36.66.151.29:42414,NO USO,NUEVO
2412,36.66.153.7:43596,NO USO,NUEVO
2413,36.66.170.19:8080,NO USO,NUEVO
2414,36.66.171.217:8080,NO USO,NUEVO
2415,36.66.210.211:31437,NO USO,NUEVO
2416,36.66.220.173:53850,NO USO,NUEVO
2417,36.66.224.205:33695,NO USO,NUEVO
2418,36.66.224.206:33695,NO USO,NUEVO
2419,36.66.49.171:8080,NO USO,NUEVO
2420,36.66.95.133:42545,NO USO,NUEVO
2421,36.67.11.41:8080,NO USO,NUEVO
2422,36.67.114.226:62225,NO USO,NUEVO
2423,36.67.139.27:50466,NO USO,NUEVO
2424,36.67.153.58:48133,NO USO,NUEVO
2425,36.67.16.37:36950,NO USO,NUEVO
2426,36.67.27.29:56125,NO USO,NUEVO
2427,36.67.31.95:41766,NO USO,NUEVO
2428,36.67.41.125:80,NO USO,NUEVO
2429,36.67.41.125:8080,NO USO,NUEVO
2430,36.67.57.165:58489,NO USO,NUEVO
2431,36.67.76.234:8080,NO USO,NUEVO
2432,36.67.79.28:53281,NO USO,NUEVO
2433,36.68.121.146:8080,NO USO,NUEVO
2434,36.72.228.145:49147,NO USO,NUEVO
2435,36.72.80.33:8080,NO USO,NUEVO
2436,36.74.218.243:8080,NO USO,NUEVO
2437,36.74.72.76:41437,NO USO,NUEVO
2438,36.75.163.177:8080,NO USO,NUEVO
2439,36.77.224.211:8080,NO USO,NUEVO
2440,36.78.222.198:8080,NO USO,NUEVO
2441,36.81.1.38:8080,NO USO,NUEVO
2442,36.81.14.94:8080,NO USO,NUEVO
2443,36.83.246.97:8080,NO USO,NUEVO
2444,36.89.165.89:57269,NO USO,NUEVO
2445,36.89.180.231:48859,NO USO,NUEVO
2446,36.89.181.183:52335,NO USO,NUEVO
2447,36.89.225.13:36414,NO USO,NUEVO
2448,36.89.244.151:51654,NO USO,NUEVO
2449,36.89.247.60:34255,NO USO,NUEVO
2450,36.89.249.25:4550,NO USO,NUEVO
2451,36.89.51.43:41599,NO USO,NUEVO
2452,36.89.68.98:3128,NO USO,NUEVO
2453,36.89.78.43:80,NO USO,NUEVO
2454,36.90.97.146:80,NO USO,NUEVO
2455,36.90.97.146:8080,NO USO,NUEVO
2456,36.91.145.247:8080,NO USO,NUEVO
2457,36.91.4.90:8080,NO USO,NUEVO
2458,36.91.58.93:34493,NO USO,NUEVO
2459,37.10.172.39:8080,NO USO,NUEVO
2460,37.139.85.66:35058,NO USO,NUEVO
2461,37.152.163.216:37538,NO USO,NUEVO
2462,37.152.174.102:32231,NO USO,NUEVO
2463,37.18.251.26:8080,NO USO,NUEVO
2464,37.18.39.252:8080,NO USO,NUEVO
2465,37.187.149.129:1080,NO USO,NUEVO
2466,37.187.149.234:1080,NO USO,NUEVO
2467,37.187.64.225:80,NO USO,NUEVO
2468,37.19.87.43:49925,NO USO,NUEVO
2469,37.194.50.174:8080,NO USO,NUEVO
2470,37.228.107.241:80,NO USO,NUEVO
2471,37.228.107.253:80,NO USO,NUEVO
2472,37.228.107.254:80,NO USO,NUEVO
2473,37.230.147.206:8080,NO USO,NUEVO
2474,37.235.29.186:8080,NO USO,NUEVO
2475,37.238.133.99:39570,NO USO,NUEVO
2476,37.247.209.179:8080,NO USO,NUEVO
2477,37.53.88.131:38190,NO USO,NUEVO
2478,37.59.129.93:47387,NO USO,NUEVO
2479,37.59.32.112:1080,NO USO,NUEVO
2480,37.59.35.174:1080,NO USO,NUEVO
2481,37.97.149.113:80,NO USO,NUEVO
2482,39.106.103.25:8118,NO USO,NUEVO
2483,39.106.35.21:3128,NO USO,NUEVO
2484,39.107.84.185:8123,NO USO,NUEVO
2485,39.108.64.219:808,NO USO,NUEVO
2486,39.129.13.11:8888,NO USO,NUEVO
2487,39.61.53.19:8080,NO USO,NUEVO
2488,40.114.109.214:3128,NO USO,NUEVO
2489,40.130.33.186:31783,NO USO,NUEVO
2490,41.138.165.78:58045,NO USO,NUEVO
2491,41.162.103.42:40096,NO USO,NUEVO
2492,41.162.52.11:8080,NO USO,NUEVO
2493,41.168.3.165:12345,NO USO,NUEVO
2494,41.168.3.165:31337,NO USO,NUEVO
2495,41.184.106.21:8080,NO USO,NUEVO
2496,41.189.164.74:8080,NO USO,NUEVO
2497,41.190.128.150:48676,NO USO,NUEVO
2498,41.191.205.219:8080,NO USO,NUEVO
2499,41.193.15.6:51661,NO USO,NUEVO
2500,41.193.219.3:8080,NO USO,NUEVO
2501,41.196.159.122:80,NO USO,NUEVO
2502,41.202.221.22:53281,NO USO,NUEVO
2503,41.205.18.77:8080,NO USO,NUEVO
2504,41.206.41.30:8080,NO USO,NUEVO
2505,41.206.57.242:8080,NO USO,NUEVO
2506,41.211.116.134:61058,NO USO,NUEVO
2507,41.211.123.203:8080,NO USO,NUEVO
2508,41.215.244.86:8080,NO USO,NUEVO
2509,41.216.213.194:42280,NO USO,NUEVO
2510,41.217.219.40:59718,NO USO,NUEVO
2511,41.217.219.43:36236,NO USO,NUEVO
2512,41.217.219.57:59457,NO USO,NUEVO
2513,41.220.126.50:35168,NO USO,NUEVO
2514,41.220.134.86:8080,NO USO,NUEVO
2515,41.221.107.110:37557,NO USO,NUEVO
2516,41.242.50.60:40729,NO USO,NUEVO
2517,41.242.64.205:56059,NO USO,NUEVO
2518,41.50.81.25:8080,NO USO,NUEVO
2519,41.57.210.137:80,NO USO,NUEVO
2520,41.60.220.14:8080,NO USO,NUEVO
2521,41.60.220.17:8080,NO USO,NUEVO
2522,41.60.220.25:8080,NO USO,NUEVO
2523,41.65.162.220:8080,NO USO,NUEVO
2524,41.65.168.55:8080,NO USO,NUEVO
2525,41.65.89.35:8080,NO USO,NUEVO
2526,41.65.99.149:32231,NO USO,NUEVO
2527,41.73.252.34:32829,NO USO,NUEVO
2528,41.76.156.90:36496,NO USO,NUEVO
2529,41.76.208.247:80,NO USO,NUEVO
2530,41.77.188.81:53432,NO USO,NUEVO
2531,41.77.23.202:8080,NO USO,NUEVO
2532,41.78.247.246:8080,NO USO,NUEVO
2533,41.78.75.190:8080,NO USO,NUEVO
2534,41.86.151.86:8080,NO USO,NUEVO
2535,41.89.202.3:52522,NO USO,NUEVO
2536,42.112.209.164:8080,NO USO,NUEVO
2537,42.115.221.58:3128,NO USO,NUEVO
2538,42.115.5.246:8080,NO USO,NUEVO
2539,42.115.88.74:40681,NO USO,NUEVO
2540,42.123.125.181:8088,NO USO,NUEVO
2541,42.201.161.126:8080,NO USO,NUEVO
2542,42.51.42.201:808,NO USO,NUEVO
2543,43.224.8.114:50333,NO USO,NUEVO
2544,43.225.192.225:50878,NO USO,NUEVO
2545,43.225.195.90:50878,NO USO,NUEVO
2546,43.225.20.73:8080,NO USO,NUEVO
2547,43.228.221.171:61267,NO USO,NUEVO
2548,43.239.153.221:8080,NO USO,NUEVO
2549,43.239.205.57:37658,NO USO,NUEVO
2550,43.242.242.196:8080,NO USO,NUEVO
2551,43.242.37.216:53480,NO USO,NUEVO
2552,43.243.141.126:53281,NO USO,NUEVO
2553,43.243.165.206:3128,NO USO,NUEVO
2554,43.245.218.255:59952,NO USO,NUEVO
2555,43.246.139.82:8080,NO USO,NUEVO
2556,43.247.38.226:80,NO USO,NUEVO
2557,43.248.213.93:8080,NO USO,NUEVO
2558,43.250.124.98:9001,NO USO,NUEVO
2559,43.252.159.87:8080,NO USO,NUEVO
2560,45.112.127.23:8080,NO USO,NUEVO
2561,45.112.127.245:3128,NO USO,NUEVO
2562,45.113.237.129:23500,NO USO,NUEVO
2563,45.113.238.106:23500,NO USO,NUEVO
2564,45.113.238.178:23500,NO USO,NUEVO
2565,45.113.69.177:1080,NO USO,NUEVO
2566,45.116.157.29:37785,NO USO,NUEVO
2567,45.117.74.174:8080,NO USO,NUEVO
2568,45.118.166.175:35814,NO USO,NUEVO
2569,45.119.90.22:42458,NO USO,NUEVO
2570,45.120.116.187:32614,NO USO,NUEVO
2571,45.121.43.14:8080,NO USO,NUEVO
2572,45.123.109.149:8080,NO USO,NUEVO
2573,45.125.61.193:32804,NO USO,NUEVO
2574,45.125.66.122:54321,NO USO,NUEVO
2575,45.125.66.131:54321,NO USO,NUEVO
2576,45.125.66.146:54321,NO USO,NUEVO
2577,45.125.66.227:54321,NO USO,NUEVO
2578,45.125.66.94:54321,NO USO,NUEVO
2579,45.125.66.99:54321,NO USO,NUEVO
2580,45.127.120.53:8080,NO USO,NUEVO
2581,45.160.145.219:8080,NO USO,NUEVO
2582,45.161.37.128:8080,NO USO,NUEVO
2583,45.163.163.170:8080,NO USO,NUEVO
2584,45.166.84.6:8080,NO USO,NUEVO
2585,45.168.252.49:8080,NO USO,NUEVO
2586,45.195.5.9:8080,NO USO,NUEVO
2587,45.221.73.46:8080,NO USO,NUEVO
2588,45.222.101.217:53281,NO USO,NUEVO
2589,45.231.4.18:8080,NO USO,NUEVO
2590,45.232.224.80:60797,NO USO,NUEVO
2591,45.235.120.65:8080,NO USO,NUEVO
2592,45.235.87.4:51996,NO USO,NUEVO
2593,45.239.132.74:8181,NO USO,NUEVO
2594,45.248.138.210:59714,NO USO,NUEVO
2595,45.248.145.138:8080,NO USO,NUEVO
2596,45.248.40.84:36107,NO USO,NUEVO
2597,45.248.65.34:8080,NO USO,NUEVO
2598,45.250.226.21:8080,NO USO,NUEVO
2599,45.250.226.47:8080,NO USO,NUEVO
2600,45.4.116.234:8080,NO USO,NUEVO
2601,45.6.120.123:50538,NO USO,NUEVO
2602,45.6.132.102:60016,NO USO,NUEVO
2603,45.6.136.245:53281,NO USO,NUEVO
2604,45.6.136.38:53281,NO USO,NUEVO
2605,45.64.120.50:8080,NO USO,NUEVO
2606,45.64.132.137:8080,NO USO,NUEVO
2607,45.64.179.73:53281,NO USO,NUEVO
